Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
FastestVPN,Speed,_section_total,Overall,,7.80,calculated
FastestVPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
FastestVPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
FastestVPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
FastestVPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
FastestVPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
FastestVPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
FastestVPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
FastestVPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
FastestVPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
FastestVPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
FastestVPN,Streaming,_section_total,Overall,,0.60,calculated
FastestVPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
FastestVPN,Streaming,Browser extensions,Overall,yes,,editorial_default
FastestVPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
FastestVPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
FastestVPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
FastestVPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
FastestVPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
FastestVPN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
FastestVPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
FastestVPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
FastestVPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
FastestVPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
FastestVPN,SystemPerformance,_section_total,Overall,,4.00,calculated
FastestVPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
FastestVPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
FastestVPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
FastestVPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
FastestVPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
FastestVPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
FastestVPN,ValueForMoney,_section_total,Overall,,5.86,calculated
FastestVPN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
FastestVPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
FastestVPN,ValueForMoney,Connection limit tier,Overall,10_plus,1.36,editorial_default
FastestVPN,ValueForMoney,Country count,Overall,under_30,,manual_admin
FastestVPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
FastestVPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
FastestVPN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
FastestVPN,ValueForMoney,Includes password manager,Overall,yes,0.30,editorial_default
FastestVPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
FastestVPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
FastestVPN,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
FastestVPN,ValueForMoney,Student discount,Overall,yes,0.20,manual_admin
FastestVPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
FastestVPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
FrootVPN,EaseOfUse,_section_total,Overall,,3.10,calculated
FrootVPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
FrootVPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
FrootVPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
FrootVPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
FrootVPN,EaseOfUse,Live chat quality,Overall,business_hours,0.40,editorial_default
FrootVPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
FrootVPN,EaseOfUse,Router support,Overall,none,0.00,editorial_default
FrootVPN,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
FrootVPN,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
FrootVPN,Security,_section_total,Overall,,5.60,calculated
FrootVPN,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
FrootVPN,Security,Authentication strength,Overall,sha384_or_higher,0.30,manual_admin
FrootVPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
FrootVPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
FrootVPN,Security,Hq jurisdiction,Overall,,0.50,manual_admin
FrootVPN,Security,Independent audit,Overall,none,0.00,editorial_default
FrootVPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
FrootVPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
FrootVPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
FrootVPN,Security,Modern protocols,Overall,openvpn_only,0.30,calculated
FrootVPN,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
FrootVPN,Security,Obfuscation available,Overall,no,0.00,calculated
FrootVPN,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
FrootVPN,Security,Restrictive region access,Overall,yes,0.30,editorial_default
FrootVPN,Security,Rsa key length,Overall,2048,0.10,calculated
FrootVPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
FrootVPN,Speed,_section_total,Overall,,7.80,calculated
FrootVPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
FrootVPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
FrootVPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
FrootVPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
FrootVPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
FrootVPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
FrootVPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
FrootVPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
FrootVPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
FrootVPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
FrootVPN,Streaming,_section_total,Overall,,0.30,calculated
FrootVPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
FrootVPN,Streaming,Browser extensions,Overall,no,,editorial_default
FrootVPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
FrootVPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
FrootVPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
FrootVPN,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
FrootVPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
FrootVPN,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
FrootVPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
FrootVPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
FrootVPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
FrootVPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
FrootVPN,SystemPerformance,_section_total,Overall,,4.00,calculated
FrootVPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
FrootVPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
FrootVPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
FrootVPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
FrootVPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
FrootVPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
FrootVPN,ValueForMoney,_section_total,Overall,,4.75,calculated
FrootVPN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
FrootVPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
FrootVPN,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
FrootVPN,ValueForMoney,Country count,Overall,30_to_59,,manual_admin
FrootVPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
FrootVPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
FrootVPN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
FrootVPN,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
FrootVPN,ValueForMoney,Intro lowest price tier,Overall,5_to_7,0.50,editorial_default
FrootVPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
FrootVPN,ValueForMoney,Monthly price tier,Overall,over_14,0.00,editorial_default
FrootVPN,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
FrootVPN,ValueForMoney,Renewal lowest price tier,Overall,5_to_7,0.50,editorial_default
FrootVPN,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
FrootVPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
FrootVPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
FrootVPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
Goose VPN,EaseOfUse,_section_total,Overall,,5.60,calculated
Goose VPN,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
Goose VPN,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
Goose VPN,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
Goose VPN,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
Goose VPN,EaseOfUse,Knowledge base,Overall,basic,0.20,manual_admin
Goose VPN,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
Goose VPN,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Goose VPN,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Goose VPN,EaseOfUse,Quick pick purpose,Overall,yes,0.30,manual_admin
Goose VPN,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
Goose VPN,EaseOfUse,Setup guides,Overall,comprehensive,0.40,manual_admin
Goose VPN,EaseOfUse,Streaming device apps eou,Overall,1,0.30,editorial_default
Goose VPN,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
Goose VPN,Security,_section_total,Overall,,4.30,calculated
Goose VPN,Security,Anonymous payment,Overall,none,0.00,editorial_default
Goose VPN,Security,Authentication strength,Overall,weaker,0.00,manual_admin
Goose VPN,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Goose VPN,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
Goose VPN,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
Goose VPN,Security,Independent audit,Overall,none,0.00,editorial_default
Goose VPN,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Goose VPN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Goose VPN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Goose VPN,Security,Modern protocols,Overall,openvpn_only,0.30,manual_admin
Goose VPN,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
Goose VPN,Security,Obfuscation available,Overall,no,0.00,calculated
Goose VPN,Security,Perfect forward secrecy,Overall,no,0.00,calculated
Goose VPN,Security,Restrictive region access,Overall,no,0.00,editorial_default
Goose VPN,Security,Rsa key length,Overall,2048,0.10,manual_admin
Goose VPN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Goose VPN,Speed,_section_total,Overall,,7.80,calculated
Goose VPN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Goose VPN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Goose VPN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Goose VPN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Goose VPN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Goose VPN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Goose VPN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
Goose VPN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
Goose VPN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
Goose VPN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
Goose VPN,Streaming,_section_total,Overall,,0.45,calculated
Goose VPN,Streaming,Android tv app,Overall,,0.00,comparitech_api
Goose VPN,Streaming,Browser extensions,Overall,no,,editorial_default
Goose VPN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
Goose VPN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
Goose VPN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
Goose VPN,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
Goose VPN,Streaming,Streaming device apps,Overall,none,0.00,calculated
Goose VPN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
Goose VPN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
Goose VPN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
Goose VPN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
Goose VPN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
Goose VPN,SystemPerformance,_section_total,Overall,,4.00,calculated
Goose VPN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
Goose VPN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
Goose VPN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
Goose VPN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
Goose VPN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
Goose VPN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
Goose VPN,ValueForMoney,_section_total,Overall,,3.70,calculated
Goose VPN,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
Goose VPN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
Goose VPN,ValueForMoney,Connection limit tier,Overall,,,editorial_default
Goose VPN,ValueForMoney,Country count,Overall,30_to_59,,manual_admin
Goose VPN,ValueForMoney,Free trial available,Overall,no,0.00,manual_admin
Goose VPN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
Goose VPN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
Goose VPN,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
Goose VPN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
Goose VPN,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
Goose VPN,ValueForMoney,Renewal lowest price tier,Overall,7_to_10,0.20,editorial_default
Goose VPN,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
Goose VPN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
Goose VPN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
Goose VPN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
Hide My Ass!,EaseOfUse,_section_total,Overall,,3.00,calculated
Hide My Ass!,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
Hide My Ass!,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
Hide My Ass!,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
Hide My Ass!,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
Hide My Ass!,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
Hide My Ass!,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
Hide My Ass!,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
Hide My Ass!,EaseOfUse,Router support,Overall,none,0.00,editorial_default
Hide My Ass!,EaseOfUse,Streaming device apps eou,Overall,1,0.30,editorial_default
Hide My Ass!,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
Hide My Ass!,Security,_section_total,Overall,,6.50,calculated
Hide My Ass!,Security,Anonymous payment,Overall,none,0.00,editorial_default
Hide My Ass!,Security,Authentication strength,Overall,weaker,0.00,manual_admin
Hide My Ass!,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
Hide My Ass!,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
Hide My Ass!,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
Hide My Ass!,Security,Independent audit,Overall,older,0.40,editorial_default
Hide My Ass!,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
Hide My Ass!,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
Hide My Ass!,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
Hide My Ass!,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
Hide My Ass!,Security,No logs policy status,Overall,claimed,0.50,editorial_default
Hide My Ass!,Security,Obfuscation available,Overall,yes,0.50,manual_admin
Hide My Ass!,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
Hide My Ass!,Security,Restrictive region access,Overall,no,0.00,editorial_default
Hide My Ass!,Security,Rsa key length,Overall,4096_plus,0.20,manual_admin
Hide My Ass!,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
Hide My Ass!,Speed,_section_total,Overall,,7.80,calculated
Hide My Ass!,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
Hide My Ass!,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
Hide My Ass!,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
Hide My Ass!,Speed,Download tier,Overall,tier_good,2.65,editorial_default
Hide My Ass!,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
Hide My Ass!,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
Hide My Ass!,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
